Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift
849000.0,1050,HOUSE,HOUSE,,4.0,250.0,False,0.0,,1.0,8.0,1.0,87.0,87.0,150.0,2.0,0.0,0.0,0.0
587000.0,1060,APARTMENT,APARTMENT,AS_NEW,2.0,118.0,False,0.0,,,,,,,,3.0,0.0,0.0,0.0
278000.0,2340,HOUSE,HOUSE,GOOD,3.0,158.0,True,,,,,,,,808.0,3.0,,,
249000.0,1160,APARTMENT,GROUND_FLOOR,GOOD,0.0,45.0,False,,1.0,1.0,2.0,1.0,7.0,7.0,,,,,1.0
665000.0,1982,HOUSE,HOUSE,,3.0,188.0,True,0.0,,,,,,,440.0,4.0,0.0,0.0,0.0
685000.0,2940,HOUSE,HOUSE,GOOD,2.0,200.0,False,,,1.0,,,,,1353.0,4.0,,,
1450000.0,1040,APARTMENT,APARTMENT,JUST_RENOVATED,4.0,335.0,True,,,1.0,,,,,,3.0,0.0,0.0,1.0
150000.0,1050,APARTMENT,FLAT_STUDIO,TO_BE_DONE_UP,0.0,35.0,False,0.0,,,,,,,,2.0,0.0,0.0,1.0
89000.0,4102,HOUSE,HOUSE,GOOD,1.0,55.0,False,,,1.0,14.0,,,,45.0,2.0,,,
,4430,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
375000.0,2440,HOUSE,HOUSE,GOOD,3.0,159.0,False,,,,,,,,710.0,4.0,,,
159000.0,1070,APARTMENT,APARTMENT,,2.0,68.0,False,,,,,,,,,2.0,,,
189000.0,8400,APARTMENT,APARTMENT,,2.0,50.0,False,,,,,,,,,,,,
350000.0,1400,HOUSE,VILLA,TO_BE_DONE_UP,2.0,128.0,False,,1.0,,,1.0,1.0,1.0,802.0,4.0,0.0,0.0,0.0
5490000.0,8300,HOUSE,HOUSE,TO_RENOVATE,5.0,241.0,True,0.0,,1.0,,,,,1526.0,4.0,,0.0,
595000.0,8300,APARTMENT,APARTMENT,,3.0,110.0,False,,,1.0,,,,,,,,,
248500.0,7070,APARTMENT,APARTMENT,,2.0,102.0,False,,,1.0,4.0,,,,,,,,
,8710,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
385000.0,3140,APARTMENT,APARTMENT,GOOD,3.0,156.0,False,,,1.0,,,,,,2.0,0.0,,
139000.0,7020,HOUSE,HOUSE,TO_RENOVATE,2.0,,False,0.0,,1.0,,,,,570.0,3.0,,,
351000.0,9800,HOUSE,HOUSE,AS_NEW,3.0,138.0,False,0.0,,,,,,,287.0,3.0,0.0,0.0,0.0
569000.0,9200,HOUSE,HOUSE,GOOD,3.0,240.0,False,,1.0,1.0,60.0,1.0,650.0,650.0,1159.0,,,,
175000.0,2300,APARTMENT,APARTMENT,GOOD,2.0,95.0,False,,,,,,,,,2.0,,,
259000.0,1190,APARTMENT,APARTMENT,,1.0,73.0,True,0.0,,1.0,7.0,,,,,2.0,0.0,1.0,1.0
475000.0,3970,HOUSE,APARTMENT_BLOCK,GOOD,5.0,234.0,False,,,1.0,,,,,155.0,2.0,,,
220000.0,1400,APARTMENT,APARTMENT,AS_NEW,1.0,71.0,True,,,1.0,8.0,,,,,,0.0,0.0,1.0
490000.0,9042,HOUSE,MIXED_USE_BUILDING,GOOD,3.0,485.0,False,0.0,,1.0,,,,,273.0,3.0,0.0,0.0,
279725.0,3590,APARTMENT,DUPLEX,,2.0,95.0,False,,,1.0,10.0,,,,,2.0,,,1.0
389900.0,7750,HOUSE,HOUSE,GOOD,5.0,167.0,False,,,,,,,,727.0,,,,
334900.0,3190,APARTMENT,APARTMENT,AS_NEW,2.0,79.0,False,0.0,,1.0,15.0,1.0,10.0,10.0,,2.0,0.0,0.0,
591182.0,1740,HOUSE,HOUSE,GOOD,3.0,199.0,True,,,,,,,,819.0,,,,
390000.0,9800,APARTMENT,APARTMENT,AS_NEW,2.0,96.0,True,0.0,,1.0,15.0,,,,,2.0,0.0,0.0,1.0
260000.0,5570,HOUSE,APARTMENT_BLOCK,,5.0,300.0,False,0.0,,,,,,,235.0,2.0,0.0,0.0,0.0
215000.0,9300,APARTMENT,APARTMENT,GOOD,3.0,89.0,False,0.0,,,,,,,,,0.0,1.0,1.0
,2600,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
485000.0,9300,HOUSE,HOUSE,GOOD,6.0,315.0,False,,,1.0,,,,,1047.0,3.0,,,
139000.0,8400,APARTMENT,APARTMENT,GOOD,1.0,,False,0.0,,,,,,,,,,,
190000.0,2940,HOUSE,HOUSE,TO_BE_DONE_UP,1.0,97.0,False,,,1.0,45.0,,,,198.0,3.0,,,
489000.0,1800,HOUSE,HOUSE,JUST_RENOVATED,3.0,160.0,False,0.0,,,,,,,228.0,,,,
,2200,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
,6840,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
360000.0,9420,HOUSE,MIXED_USE_BUILDING,,3.0,167.0,False,0.0,,1.0,29.0,1.0,1797.0,1797.0,2323.0,3.0,,,0.0
249000.0,6230,HOUSE,HOUSE,GOOD,3.0,189.0,False,0.0,,1.0,50.0,1.0,50.0,50.0,203.0,3.0,0.0,0.0,0.0
570000.0,1000,APARTMENT,PENTHOUSE,GOOD,2.0,83.0,False,0.0,,1.0,30.0,,,,,2.0,,0.0,1.0
110000.0,2850,HOUSE,HOUSE,,2.0,65.0,False,0.0,,1.0,8.0,,,,84.0,,,,
149500.0,8570,APARTMENT,APARTMENT,GOOD,1.0,56.0,False,0.0,,,,,,,,2.0,,,1.0
220000.0,4420,APARTMENT,LOFT,GOOD,2.0,105.0,False,0.0,,1.0,,,,,,2.0,0.0,0.0,0.0
175000.0,4101,HOUSE,HOUSE,GOOD,4.0,135.0,False,0.0,,1.0,40.0,1.0,160.0,160.0,330.0,2.0,0.0,0.0,0.0
400000.0,6230,HOUSE,HOUSE,GOOD,3.0,240.0,False,0.0,1.0,1.0,144.0,,,,3500.0,,0.0,0.0,0.0
165000.0,8400,APARTMENT,APARTMENT,GOOD,1.0,35.0,False,,,,,,,,,,,,1.0
590000.0,1570,HOUSE,HOUSE,GOOD,4.0,488.0,True,0.0,,1.0,50.0,,,,345.0,2.0,0.0,,0.0
465000.0,6220,HOUSE,MIXED_USE_BUILDING,,5.0,341.0,False,,,1.0,,,,,0.0,2.0,,,
285000.0,2900,HOUSE,HOUSE,JUST_RENOVATED,2.0,120.0,False,,,,,,,,40.0,2.0,,,
,6870,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
274900.0,6860,APARTMENT,APARTMENT,GOOD,2.0,106.0,False,0.0,,1.0,11.0,,,,,4.0,0.0,0.0,0.0
219000.0,8830,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,142.0,False,,,1.0,,,,,268.0,,,,
1240000.0,8300,APARTMENT,TRIPLEX,GOOD,4.0,199.0,False,,,1.0,17.0,,,,,,,0.0,0.0
185000.0,9620,HOUSE,HOUSE,TO_RESTORE,3.0,70.0,False,,,,,,,,60.0,4.0,,,
335000.0,1070,APARTMENT,APARTMENT,TO_RENOVATE,3.0,140.0,False,,1.0,1.0,3.0,,,,,2.0,,,1.0
655000.0,1410,APARTMENT,GROUND_FLOOR,GOOD,2.0,96.0,False,,,1.0,20.0,1.0,200.0,200.0,,,,1.0,1.0
225000.0,1785,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,150.0,False,0.0,,1.0,10.0,1.0,120.0,120.0,165.0,2.0,,,0.0
220000.0,4102,HOUSE,HOUSE,AS_NEW,4.0,125.0,False,0.0,,1.0,25.0,1.0,120.0,120.0,230.0,2.0,0.0,0.0,0.0
,8400,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
449000.0,4000,HOUSE,MIXED_USE_BUILDING,JUST_RENOVATED,0.0,255.0,False,,,,,,,,0.0,2.0,0.0,,0.0
317000.0,9600,HOUSE,MANSION,GOOD,5.0,420.0,False,,,,,1.0,45.0,45.0,190.0,2.0,0.0,0.0,0.0
,8450,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
750000.0,4052,HOUSE,VILLA,AS_NEW,4.0,350.0,True,0.0,,1.0,50.0,1.0,900.0,900.0,1110.0,4.0,0.0,0.0,0.0
375000.0,8430,APARTMENT,APARTMENT,,2.0,76.0,False,1.0,,1.0,,,,,,2.0,,,1.0
199000.0,8820,HOUSE,HOUSE,TO_RENOVATE,3.0,157.0,False,,,1.0,20.0,1.0,84.0,84.0,169.0,2.0,,0.0,0.0
890000.0,1640,HOUSE,VILLA,GOOD,3.0,350.0,False,0.0,,1.0,,1.0,1500.0,1500.0,1500.0,4.0,0.0,0.0,0.0
499000.0,8840,HOUSE,HOUSE,TO_RENOVATE,4.0,200.0,False,,,1.0,,,,,1928.0,,,,
475000.0,2280,HOUSE,HOUSE,JUST_RENOVATED,3.0,199.0,False,,,1.0,,,,,551.0,3.0,,,
449500.0,8552,HOUSE,HOUSE,GOOD,3.0,177.0,False,,,,,1.0,898.0,898.0,993.0,,,,
244600.0,6230,APARTMENT,APARTMENT,GOOD,2.0,85.0,False,0.0,,1.0,8.0,,,,,4.0,0.0,0.0,0.0
299000.0,9032,HOUSE,HOUSE,TO_RENOVATE,4.0,140.0,False,0.0,,1.0,,,,,110.0,2.0,,,
1600000.0,9800,APARTMENT,APARTMENT,GOOD,3.0,205.0,False,,,1.0,110.0,,,,,,,0.0,0.0
179000.0,8400,APARTMENT,APARTMENT,GOOD,1.0,71.0,False,,,1.0,3.0,,,,,,,0.0,1.0
169000.0,6220,HOUSE,HOUSE,GOOD,3.0,,False,,,,,,,,270.0,2.0,,,
,4100,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
,1950,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
349000.0,8930,HOUSE,HOUSE,JUST_RENOVATED,3.0,165.0,False,,,1.0,,,,,176.0,,,,
3850000.0,8300,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,182.0,True,,,1.0,,,,,,,0.0,0.0,1.0
,7700,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
335000.0,2930,APARTMENT,APARTMENT,AS_NEW,3.0,117.0,False,,,1.0,6.0,,,,,2.0,,0.0,0.0
259000.0,3970,APARTMENT,TRIPLEX,AS_NEW,2.0,100.0,False,,,1.0,11.0,,,,,,,0.0,0.0
295000.0,8501,HOUSE,HOUSE,GOOD,3.0,265.0,False,,,1.0,,,,,416.0,2.0,,0.0,0.0
,8370,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
349000.0,8400,APARTMENT,APARTMENT,AS_NEW,1.0,60.0,False,,,,,,,,,,,0.0,0.0
329000.0,5100,APARTMENT,APARTMENT,,3.0,124.0,False,0.0,,1.0,10.0,,,,,2.0,,0.0,1.0
394800.0,8400,APARTMENT,APARTMENT,AS_NEW,2.0,82.0,True,0.0,,1.0,14.0,,,,,2.0,0.0,0.0,1.0
169500.0,2600,APARTMENT,GROUND_FLOOR,TO_BE_DONE_UP,2.0,70.0,False,,,,,,,,,,,,
1150000.0,1030,HOUSE,MANSION,GOOD,5.0,427.0,False,,,1.0,,,,,489.0,,,,
329000.0,5640,HOUSE,HOUSE,,3.0,139.0,False,,,1.0,,,,,313.0,3.0,,,
419000.0,4420,HOUSE,HOUSE,GOOD,4.0,211.0,False,,,1.0,40.0,1.0,300.0,300.0,640.0,4.0,,,
790000.0,1480,HOUSE,EXCEPTIONAL_PROPERTY,AS_NEW,4.0,468.0,True,0.0,,1.0,,1.0,1500.0,1500.0,1500.0,4.0,0.0,,0.0
330000.0,1420,HOUSE,VILLA,,3.0,115.0,False,0.0,,,,1.0,250.0,250.0,871.0,4.0,,,
514500.0,2250,APARTMENT,APARTMENT,,3.0,142.0,True,,,1.0,62.0,,,,,4.0,,,1.0
235000.0,8430,APARTMENT,APARTMENT,GOOD,1.0,61.0,False,1.0,,,,,,,,2.0,,,1.0
229000.0,2140,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,154.0,False,0.0,,,,1.0,8.0,8.0,51.0,2.0,0.0,0.0,0.0
170000.0,8370,APARTMENT,APARTMENT,AS_NEW,3.0,97.0,False,,,,,,,,,,,0.0,0.0
245000.0,2070,APARTMENT,APARTMENT,,2.0,82.0,False,0.0,,1.0,9.0,,,,,,,,
520000.0,8700,HOUSE,HOUSE,GOOD,3.0,265.0,False,,,,,,,,574.0,,,,
895000.0,1150,HOUSE,HOUSE,GOOD,4.0,350.0,False,0.0,,1.0,60.0,1.0,400.0,400.0,712.0,4.0,0.0,1.0,0.0
339000.0,2300,HOUSE,HOUSE,JUST_RENOVATED,3.0,135.0,False,,,1.0,25.0,1.0,25.0,25.0,156.0,2.0,,,
275000.0,3320,HOUSE,HOUSE,TO_RESTORE,4.0,180.0,False,,,1.0,,,,,562.0,,,,
595000.0,8300,APARTMENT,APARTMENT,AS_NEW,1.0,55.0,False,,,,,,,,,,,1.0,1.0
649000.0,1180,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,4.0,305.0,False,,,1.0,9.0,1.0,121.0,121.0,251.0,2.0,,,
749000.0,1640,HOUSE,VILLA,JUST_RENOVATED,4.0,195.0,False,,1.0,1.0,50.0,1.0,1100.0,1100.0,1322.0,4.0,,,
325000.0,1180,APARTMENT,APARTMENT,GOOD,3.0,115.0,False,,,1.0,8.0,,,,,2.0,0.0,0.0,1.0
,9700,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
395000.0,1200,APARTMENT,GROUND_FLOOR,AS_NEW,2.0,85.0,False,0.0,,1.0,45.0,1.0,240.0,240.0,,2.0,0.0,1.0,1.0
447854.0,1540,HOUSE,HOUSE,AS_NEW,3.0,141.0,True,0.0,,1.0,20.0,1.0,50.0,50.0,141.0,2.0,,,
425000.0,9000,APARTMENT,PENTHOUSE,AS_NEW,2.0,118.0,True,0.0,,1.0,11.0,,,,,,0.0,,1.0
169000.0,5190,HOUSE,HOUSE,GOOD,2.0,115.0,False,,,,,,,,583.0,3.0,,,
270000.0,6280,APARTMENT,GROUND_FLOOR,AS_NEW,2.0,108.0,False,,,1.0,37.0,,,,,2.0,,,1.0
319000.0,8000,APARTMENT,APARTMENT,GOOD,2.0,95.0,False,,,,,,,,,,,0.0,1.0
214500.0,2600,APARTMENT,APARTMENT,GOOD,2.0,85.0,False,,,1.0,3.0,,,,,2.0,,,1.0
367500.0,2018,APARTMENT,APARTMENT,AS_NEW,2.0,92.0,True,0.0,,1.0,2.0,,,,,2.0,,1.0,1.0
189500.0,3300,APARTMENT,APARTMENT,AS_NEW,2.0,71.0,False,,,,,,,,,,,0.0,1.0
219000.0,8902,HOUSE,HOUSE,GOOD,4.0,179.0,False,,,1.0,,,,,551.0,3.0,,,
539000.0,3890,HOUSE,HOUSE,GOOD,5.0,528.0,True,0.0,,1.0,65.0,,,,1446.0,3.0,0.0,,0.0
369000.0,8000,HOUSE,HOUSE,GOOD,3.0,,False,,,1.0,,1.0,104.0,104.0,214.0,2.0,,0.0,0.0
479000.0,9810,HOUSE,HOUSE,GOOD,3.0,181.0,False,0.0,,1.0,20.0,1.0,728.0,728.0,728.0,,,,
279000.0,8800,HOUSE,HOUSE,JUST_RENOVATED,3.0,152.0,False,,,1.0,,,,,130.0,,,,
298000.0,3470,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,175.0,False,,,,,,,,781.0,,,,
1175000.0,8300,APARTMENT,APARTMENT,AS_NEW,3.0,89.0,False,0.0,,,,,,,,2.0,0.0,0.0,1.0
259000.0,9500,HOUSE,HOUSE,TO_RENOVATE,5.0,358.0,False,,,1.0,1.0,1.0,1.0,1.0,650.0,2.0,0.0,0.0,0.0
995000.0,8000,HOUSE,HOUSE,GOOD,4.0,375.0,False,,,1.0,,,,,268.0,4.0,,0.0,0.0
550000.0,1000,APARTMENT,GROUND_FLOOR,AS_NEW,3.0,113.0,True,1.0,,1.0,20.0,,,,,2.0,,1.0,1.0
199000.0,1120,APARTMENT,APARTMENT,,2.0,78.0,False,,,1.0,5.0,,,,,,,,
140000.0,7390,HOUSE,HOUSE,TO_RENOVATE,3.0,186.0,False,,,,,1.0,90.0,90.0,310.0,3.0,0.0,0.0,0.0
495000.0,1080,APARTMENT,DUPLEX,AS_NEW,1.0,200.0,False,0.0,,1.0,25.0,,,,,2.0,0.0,0.0,0.0
195000.0,9120,APARTMENT,APARTMENT,GOOD,2.0,80.0,False,,,1.0,,,,,,,,,1.0
268000.0,6747,APARTMENT,APARTMENT,,2.0,98.0,False,,,1.0,8.0,,,,,,,,
,1000,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
225000.0,7060,HOUSE,HOUSE,,0.0,227.0,False,0.0,,,,,,,371.0,3.0,,,
399000.0,3720,HOUSE,HOUSE,GOOD,4.0,182.0,False,,,,,,,,2088.0,4.0,,0.0,0.0
299000.0,9700,HOUSE,HOUSE,GOOD,3.0,178.0,False,,,,,,,,275.0,4.0,,0.0,0.0
1450000.0,1970,HOUSE,EXCEPTIONAL_PROPERTY,AS_NEW,6.0,372.0,True,0.0,,1.0,,,,,2230.0,4.0,,,
499000.0,8340,HOUSE,HOUSE,GOOD,4.0,,False,,,,,,,,750.0,,,,
399000.0,2660,HOUSE,APARTMENT_BLOCK,AS_NEW,4.0,189.0,False,,,,,,,,400.0,2.0,,,
320000.0,1440,HOUSE,HOUSE,,2.0,111.0,False,0.0,,1.0,,1.0,262.0,262.0,639.0,4.0,0.0,0.0,0.0
899000.0,4140,HOUSE,HOUSE,GOOD,13.0,778.0,False,0.0,,1.0,443.0,,,,1135.0,4.0,0.0,0.0,0.0
379000.0,8310,APARTMENT,GROUND_FLOOR,AS_NEW,2.0,119.0,False,,,1.0,,1.0,230.0,230.0,,,,0.0,0.0
219000.0,2060,APARTMENT,APARTMENT,GOOD,1.0,56.0,False,,,1.0,12.0,,,,,,,,1.0
795000.0,8300,APARTMENT,APARTMENT,AS_NEW,2.0,75.0,False,,,,,,,,,,,0.0,1.0
950000.0,1495,HOUSE,VILLA,GOOD,4.0,486.0,True,,,1.0,63.0,1.0,2779.0,2779.0,3162.0,4.0,1.0,,0.0
299000.0,4560,HOUSE,HOUSE,GOOD,4.0,178.0,False,,,1.0,,,,,330.0,,,,
249900.0,2018,APARTMENT,APARTMENT,AS_NEW,1.0,75.0,False,0.0,,,,,,,,2.0,0.0,0.0,0.0
169000.0,9900,APARTMENT,GROUND_FLOOR,,1.0,92.0,False,0.0,,,,,,,,3.0,0.0,0.0,1.0
274750.0,2861,APARTMENT,GROUND_FLOOR,GOOD,1.0,75.0,False,,,1.0,4.0,1.0,37.0,37.0,,3.0,,1.0,1.0
342500.0,1932,APARTMENT,APARTMENT,GOOD,2.0,82.0,False,0.0,,1.0,6.0,,,,,,,,1.0
560000.0,1640,HOUSE,BUNGALOW,,3.0,140.0,False,,,,,,,,851.0,3.0,,0.0,0.0
1100000.0,1785,HOUSE,MIXED_USE_BUILDING,AS_NEW,3.0,415.0,False,,1.0,1.0,,,,,331.0,3.0,,0.0,0.0
165000.0,8500,APARTMENT,APARTMENT,GOOD,2.0,100.0,False,,,1.0,5.0,,,,,,,,1.0
699000.0,2990,HOUSE,HOUSE,GOOD,3.0,272.0,False,,,,,,,,1100.0,4.0,,0.0,0.0
199000.0,2300,APARTMENT,APARTMENT,TO_RENOVATE,2.0,115.0,False,,,,,1.0,200.0,200.0,,2.0,,,1.0
210000.0,2550,APARTMENT,APARTMENT,GOOD,2.0,80.0,True,0.0,,,,,,,,2.0,0.0,0.0,
349000.0,1840,APARTMENT,DUPLEX,AS_NEW,3.0,,False,,,1.0,,,,,,,,0.0,0.0
275000.0,9000,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,65.0,False,0.0,,1.0,3.0,,,,,2.0,0.0,0.0,1.0
275000.0,8620,APARTMENT,SERVICE_FLAT,GOOD,1.0,63.0,False,0.0,,1.0,,,,,,,,,1.0
375000.0,4250,HOUSE,HOUSE,GOOD,3.0,170.0,False,0.0,,1.0,30.0,1.0,600.0,600.0,950.0,4.0,0.0,0.0,
360000.0,3190,HOUSE,HOUSE,GOOD,3.0,179.0,True,,,1.0,,,,,570.0,3.0,,,
189000.0,2100,APARTMENT,APARTMENT,GOOD,2.0,76.0,False,,,,,,,,,2.0,,,
,8582,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
269000.0,1000,APARTMENT,APARTMENT,GOOD,2.0,70.0,False,1.0,,,,,,,,2.0,,,1.0
1800000.0,1180,HOUSE,VILLA,TO_RENOVATE,4.0,219.0,False,0.0,,1.0,150.0,1.0,5000.0,5000.0,5500.0,4.0,0.0,0.0,0.0
285000.0,1080,APARTMENT,APARTMENT,GOOD,2.0,110.0,False,,,1.0,,,,,,,,,1.0
925000.0,2900,HOUSE,VILLA,,5.0,285.0,False,,,1.0,,,,,1760.0,4.0,,,
237000.0,9990,APARTMENT,APARTMENT,GOOD,2.0,99.0,False,0.0,,1.0,,,,,,2.0,,,
185000.0,2170,APARTMENT,APARTMENT,,2.0,85.0,False,0.0,,1.0,,,,,,2.0,0.0,0.0,1.0
250000.0,1200,APARTMENT,PENTHOUSE,TO_RENOVATE,1.0,75.0,False,0.0,,1.0,35.0,,,,,2.0,0.0,0.0,1.0
295000.0,1030,APARTMENT,APARTMENT,AS_NEW,2.0,97.0,True,0.0,,1.0,5.0,,,,,2.0,0.0,1.0,1.0
115000.0,8790,APARTMENT,FLAT_STUDIO,JUST_RENOVATED,1.0,37.0,False,0.0,,,,,,,,,0.0,0.0,1.0
249000.0,8420,APARTMENT,FLAT_STUDIO,AS_NEW,0.0,40.0,False,,,1.0,,,,,,2.0,,0.0,1.0
249000.0,2800,APARTMENT,APARTMENT,GOOD,1.0,76.0,False,0.0,,1.0,,,,,,2.0,0.0,0.0,1.0
560000.0,2480,HOUSE,HOUSE,GOOD,3.0,317.0,False,,,,,,,,4712.0,4.0,,,
295000.0,8730,APARTMENT,DUPLEX,AS_NEW,2.0,125.0,False,,,1.0,,,,,,,,,1.0
240000.0,1081,APARTMENT,APARTMENT,,2.0,90.0,False,,,,,,,,,,,,
265000.0,2600,APARTMENT,APARTMENT,AS_NEW,3.0,94.0,False,,,,,,,,,,,0.0,1.0
445000.0,4130,APARTMENT,LOFT,AS_NEW,2.0,138.0,True,,,1.0,,1.0,150.0,150.0,,2.0,0.0,1.0,0.0
499000.0,9500,HOUSE,MIXED_USE_BUILDING,AS_NEW,2.0,235.0,False,,,1.0,140.0,1.0,40.0,40.0,290.0,2.0,,,
509000.0,2560,HOUSE,HOUSE,GOOD,4.0,235.0,False,,,1.0,,1.0,677.0,677.0,848.0,4.0,,,
89000.0,4101,HOUSE,HOUSE,GOOD,1.0,41.0,False,0.0,,,,,,,25.0,2.0,0.0,,0.0
215000.0,1390,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,85.0,False,0.0,,1.0,,,,,,,0.0,1.0,1.0
415000.0,2812,HOUSE,HOUSE,,3.0,132.0,False,,,1.0,22.0,1.0,103.0,103.0,186.0,3.0,,,
625000.0,1160,HOUSE,HOUSE,TO_RENOVATE,3.0,160.0,False,0.0,,1.0,10.0,1.0,150.0,150.0,300.0,3.0,0.0,0.0,0.0
405000.0,2260,APARTMENT,GROUND_FLOOR,,2.0,100.0,False,,,1.0,24.0,1.0,16.0,16.0,,4.0,,,1.0
449000.0,9700,HOUSE,APARTMENT_BLOCK,,3.0,215.0,False,,,1.0,45.0,1.0,105.0,105.0,190.0,2.0,,,
184000.0,3300,APARTMENT,GROUND_FLOOR,AS_NEW,1.0,85.0,False,0.0,,,,,,,,2.0,0.0,0.0,0.0
279000.0,2000,APARTMENT,APARTMENT,AS_NEW,1.0,58.0,True,0.0,,,,,,,,2.0,0.0,1.0,0.0
169000.0,9600,APARTMENT,APARTMENT,GOOD,2.0,,False,,,,,,,,,,,,
249000.0,8380,APARTMENT,APARTMENT,GOOD,1.0,55.0,False,,,,,,,,,4.0,,,1.0
275000.0,4031,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,130.0,False,,1.0,1.0,,,,,788.0,4.0,,1.0,
365000.0,2890,HOUSE,HOUSE,TO_RENOVATE,4.0,205.0,False,,,,,,,,414.0,2.0,,,
265000.0,9100,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,108.0,False,0.0,,1.0,,,,,,,,,1.0
409000.0,9250,HOUSE,HOUSE,AS_NEW,2.0,176.0,False,,,1.0,20.0,1.0,400.0,400.0,780.0,4.0,,0.0,0.0
,2250,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
200000.0,4500,APARTMENT,APARTMENT,,3.0,144.0,False,,,1.0,4.0,,,,,2.0,,,
1895000.0,8610,HOUSE,EXCEPTIONAL_PROPERTY,AS_NEW,4.0,300.0,True,,,,,1.0,11500.0,11500.0,10346.0,,,,
249000.0,6220,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,140.0,False,,,,,,,,1400.0,3.0,,,1.0
779000.0,4100,HOUSE,APARTMENT_BLOCK,GOOD,0.0,,False,,,,,,,,1130.0,3.0,0.0,0.0,0.0
294000.0,2060,HOUSE,HOUSE,JUST_RENOVATED,4.0,105.0,False,,,,,,,,43.0,2.0,,,
575000.0,9660,HOUSE,HOUSE,AS_NEW,3.0,210.0,True,,,1.0,,,,,1467.0,4.0,,1.0,
495000.0,1170,APARTMENT,DUPLEX,,3.0,145.0,False,,1.0,1.0,80.0,1.0,100.0,100.0,,4.0,,,1.0
340000.0,1120,APARTMENT,TRIPLEX,AS_NEW,4.0,150.0,True,0.0,,1.0,11.0,,,,,2.0,0.0,0.0,1.0
,3190,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
125000.0,1000,APARTMENT,KOT,GOOD,1.0,18.0,True,1.0,,,,,,,,2.0,0.0,0.0,1.0
379000.0,9000,HOUSE,HOUSE,JUST_RENOVATED,4.0,125.0,False,,,,,,,,61.0,,,,
339000.0,1840,APARTMENT,DUPLEX,AS_NEW,2.0,132.0,True,0.0,,1.0,18.0,,,,,,,0.0,0.0
240000.0,1200,APARTMENT,APARTMENT,GOOD,1.0,44.0,False,0.0,,1.0,9.0,,,,,3.0,0.0,0.0,1.0
169000.0,3971,APARTMENT,DUPLEX,GOOD,2.0,73.0,False,,,1.0,,,,,,3.0,,,
695000.0,1860,HOUSE,VILLA,,5.0,295.0,True,,,1.0,,,,,1945.0,4.0,,1.0,
219000.0,2280,APARTMENT,SERVICE_FLAT,GOOD,1.0,54.0,False,,,,,,,,,4.0,,1.0,1.0
415000.0,8870,HOUSE,HOUSE,GOOD,4.0,,False,,,1.0,,,,,503.0,4.0,,0.0,0.0
499000.0,8620,APARTMENT,APARTMENT,AS_NEW,2.0,73.0,True,1.0,,1.0,,,,,,,,,1.0
689000.0,2970,HOUSE,HOUSE,AS_NEW,4.0,162.0,False,,,1.0,,1.0,315.0,315.0,389.0,3.0,0.0,,0.0
639000.0,2940,HOUSE,HOUSE,AS_NEW,5.0,251.0,True,,,1.0,,,,,465.0,3.0,0.0,,
269000.0,9506,HOUSE,HOUSE,TO_RESTORE,4.0,221.0,False,0.0,,1.0,60.0,1.0,1100.0,1100.0,1224.0,4.0,,,
